crown_id,individual,site,year,easting,northing,hsi_path,lidar_path,rgb_path,individual_id,species,species_name,label_site,height,stemDiameter,canopyPosition,plantStatus,plot
GUAN_2018_NEON.PLA.D04.GUAN.01201A_5464,NEON.PLA.D04.GUAN.01201A,GUAN,2018,726000,1987000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.01201A_5464.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.01201A_5464.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.01201A_5464.tif,NEON.PLA.D04.GUAN.01201A,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,,13.8,,Live,unknown
GUAN_2018_NEON.PLA.D04.GUAN.01203A_5466,NEON.PLA.D04.GUAN.01203A,GUAN,2018,726000,1987000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.01203A_5466.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.01203A_5466.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.01203A_5466.tif,NEON.PLA.D04.GUAN.01203A,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,3.5,11.1,,"Live,  other damage",unknown
GUAN_2018_NEON.PLA.D04.GUAN.01210_5468,NEON.PLA.D04.GUAN.01210,GUAN,2018,726000,1987000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.01210_5468.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.01210_5468.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.01210_5468.tif,NEON.PLA.D04.GUAN.01210,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,6.4,13.8,Full sun,Live,unknown
GUAN_2018_NEON.PLA.D04.GUAN.01340E_5463,NEON.PLA.D04.GUAN.01340E,GUAN,2018,726000,1987000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.01340E_5463.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.01340E_5463.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.01340E_5463.tif,NEON.PLA.D04.GUAN.01340E,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,,14.8,,Live,unknown
GUAN_2018_NEON.PLA.D04.GUAN.01345_5462,NEON.PLA.D04.GUAN.01345,GUAN,2018,726000,1987000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.01345_5462.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.01345_5462.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.01345_5462.tif,NEON.PLA.D04.GUAN.01345,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,6.5,22.0,Full sun,Live,unknown
GUAN_2018_NEON.PLA.D04.GUAN.03119_5413,NEON.PLA.D04.GUAN.03119,GUAN,2018,726000,1988000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.03119_5413.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.03119_5413.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.03119_5413.tif,NEON.PLA.D04.GUAN.03119,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,4.3,10.6,Full sun,Live,unknown
GUAN_2018_NEON.PLA.D04.GUAN.03120A_5412,NEON.PLA.D04.GUAN.03120A,GUAN,2018,726000,1988000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.03120A_5412.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.03120A_5412.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.03120A_5412.tif,NEON.PLA.D04.GUAN.03120A,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,,10.9,,"Live, insect damaged",unknown
GUAN_2018_NEON.PLA.D04.GUAN.03365A_5408,NEON.PLA.D04.GUAN.03365A,GUAN,2018,726000,1988000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/GUAN_2018_NEON.PLA.D04.GUAN.03365A_5408.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/GUAN_2018_NEON.PLA.D04.GUAN.03365A_5408.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/GUAN_2018_NEON.PLA.D04.GUAN.03365A_5408.tif,NEON.PLA.D04.GUAN.03365A,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,GUAN,,15.1,,"Live, insect damaged",unknown
HARV_2019_NEON.PLA.D01.HARV.00356_3749,NEON.PLA.D01.HARV.00356,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00356_3749.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00356_3749.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00356_3749.tif,NEON.PLA.D01.HARV.00356,BELE,Betula lenta L.,HARV,19.4,22.7,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00358_3753,NEON.PLA.D01.HARV.00358,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00358_3753.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00358_3753.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00358_3753.tif,NEON.PLA.D01.HARV.00358,ACRU,Acer rubrum L.,HARV,22.3,19.2,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00365_3746,NEON.PLA.D01.HARV.00365,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00365_3746.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00365_3746.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00365_3746.tif,NEON.PLA.D01.HARV.00365,ACRU,Acer rubrum L.,HARV,22.5,27.0,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00367_3747,NEON.PLA.D01.HARV.00367,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00367_3747.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00367_3747.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00367_3747.tif,NEON.PLA.D01.HARV.00367,QURU,Quercus rubra L.,HARV,20.8,21.1,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00369_3745,NEON.PLA.D01.HARV.00369,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00369_3745.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00369_3745.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00369_3745.tif,NEON.PLA.D01.HARV.00369,BELE,Betula lenta L.,HARV,20.5,19.2,Partially shaded,"Live, physically damaged",unknown
HARV_2019_NEON.PLA.D01.HARV.00376_3748,NEON.PLA.D01.HARV.00376,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00376_3748.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00376_3748.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00376_3748.tif,NEON.PLA.D01.HARV.00376,ACRU,Acer rubrum L.,HARV,21.5,20.3,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00493_3735,NEON.PLA.D01.HARV.00493,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00493_3735.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00493_3735.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00493_3735.tif,NEON.PLA.D01.HARV.00493,QURU,Quercus rubra L.,HARV,20.6,22.0,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00499_3737,NEON.PLA.D01.HARV.00499,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00499_3737.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00499_3737.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00499_3737.tif,NEON.PLA.D01.HARV.00499,QURU,Quercus rubra L.,HARV,20.3,33.3,Full sun,"Live, insect damaged",unknown
HARV_2019_NEON.PLA.D01.HARV.00503_3738,NEON.PLA.D01.HARV.00503,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00503_3738.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00503_3738.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00503_3738.tif,NEON.PLA.D01.HARV.00503,ACRU,Acer rubrum L.,HARV,21.2,27.3,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00509_3736,NEON.PLA.D01.HARV.00509,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00509_3736.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00509_3736.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00509_3736.tif,NEON.PLA.D01.HARV.00509,TSCA,Tsuga canadensis (L.) Carrière,HARV,11.3,12.3,Mostly shaded,Standing dead,unknown
HARV_2019_NEON.PLA.D01.HARV.00512_3734,NEON.PLA.D01.HARV.00512,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00512_3734.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00512_3734.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00512_3734.tif,NEON.PLA.D01.HARV.00512,ACRU,Acer rubrum L.,HARV,22.1,26.5,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00529_3733,NEON.PLA.D01.HARV.00529,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00529_3733.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00529_3733.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00529_3733.tif,NEON.PLA.D01.HARV.00529,QURU,Quercus rubra L.,HARV,20.0,19.9,Partially shaded,"Live, insect damaged",unknown
HARV_2019_NEON.PLA.D01.HARV.00534_3740,NEON.PLA.D01.HARV.00534,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00534_3740.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00534_3740.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00534_3740.tif,NEON.PLA.D01.HARV.00534,ACRU,Acer rubrum L.,HARV,16.1,17.8,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00539_3739,NEON.PLA.D01.HARV.00539,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00539_3739.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00539_3739.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00539_3739.tif,NEON.PLA.D01.HARV.00539,QURU,Quercus rubra L.,HARV,22.3,48.0,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00539_3741,NEON.PLA.D01.HARV.00539,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00539_3741.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00539_3741.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00539_3741.tif,NEON.PLA.D01.HARV.00539,QURU,Quercus rubra L.,HARV,22.3,48.0,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00561_3732,NEON.PLA.D01.HARV.00561,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00561_3732.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00561_3732.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00561_3732.tif,NEON.PLA.D01.HARV.00561,PIST,Pinus strobus L.,HARV,23.1,75.4,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00742_3742,NEON.PLA.D01.HARV.00742,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00742_3742.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00742_3742.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00742_3742.tif,NEON.PLA.D01.HARV.00742,QURU,Quercus rubra L.,HARV,22.0,47.1,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00809_3752,NEON.PLA.D01.HARV.00809,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00809_3752.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00809_3752.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00809_3752.tif,NEON.PLA.D01.HARV.00809,BEPAP,Betula papyrifera Marshall var. papyrifera,HARV,21.1,22.9,Full sun,"Live, physically damaged",unknown
HARV_2019_NEON.PLA.D01.HARV.00811_3751,NEON.PLA.D01.HARV.00811,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00811_3751.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00811_3751.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00811_3751.tif,NEON.PLA.D01.HARV.00811,ACRU,Acer rubrum L.,HARV,22.2,27.9,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00823_3744,NEON.PLA.D01.HARV.00823,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00823_3744.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00823_3744.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00823_3744.tif,NEON.PLA.D01.HARV.00823,QURU,Quercus rubra L.,HARV,20.0,45.6,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00824_3743,NEON.PLA.D01.HARV.00824,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00824_3743.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00824_3743.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00824_3743.tif,NEON.PLA.D01.HARV.00824,ACRU,Acer rubrum L.,HARV,21.2,23.9,Full sun,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.00864_3750,NEON.PLA.D01.HARV.00864,HARV,2019,731000,4713000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.00864_3750.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.00864_3750.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.00864_3750.tif,NEON.PLA.D01.HARV.00864,QURU,Quercus rubra L.,HARV,19.4,41.5,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.01001_1023,NEON.PLA.D01.HARV.01001,HARV,2019,725000,4700000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.01001_1023.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.01001_1023.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.01001_1023.tif,NEON.PLA.D01.HARV.01001,QURU,Quercus rubra L.,HARV,24.0,46.7,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.01031_1021,NEON.PLA.D01.HARV.01031,HARV,2019,725000,4700000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.01031_1021.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.01031_1021.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.01031_1021.tif,NEON.PLA.D01.HARV.01031,PIST,Pinus strobus L.,HARV,25.3,38.2,Partially shaded,Live,unknown
HARV_2019_NEON.PLA.D01.HARV.01053_1020,NEON.PLA.D01.HARV.01053,HARV,2019,725000,4700000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/HARV_2019_NEON.PLA.D01.HARV.01053_1020.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/HARV_2019_NEON.PLA.D01.HARV.01053_1020.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/HARV_2019_NEON.PLA.D01.HARV.01053_1020.tif,NEON.PLA.D01.HARV.01053,BELE,Betula lenta L.,HARV,14.9,15.6,Partially shaded,Live,unknown
